Date,Harga Bahan Pangan Bawang Merah,Harga Bahan Pangan Bawang Putih Bonggol,Harga Bahan Pangan Beras Medium,Harga Bahan Pangan Beras Premium,Harga Bahan Pangan Cabai Merah Keriting,Harga Bahan Pangan Cabai Rawit,Harga Bahan Pangan Daging Ayam Ras,Harga Bahan Pangan Daging Sapi Murni,Harga Bahan Pangan Gula Konsumsi,Harga Bahan Pangan Minyak Goreng Curah,Harga Bahan Pangan Minyak Goreng Kemasan Sederhana,Harga Bahan Pangan Telur Ayam Ras,Harga Bahan Pangan Tepung Terigu (Curah),Price Crude Oil,Change % Crude Oil,Price Natural Gas,Change % Natural Gas,Price Newcastle Coal,Change % Newcastle Coal,Price Palm Oil,Change % Palm Oil,Price US Sugar,Change % US Sugar,Price US Wheat,Change % US Wheat
05/07/2024,40180,40420,13290,14550,46090,,30700,153180,18220,15180,18790,26260,10760,82.26,-2.00%,2.35,-0.89%,135.75,-0.55%,"4,088.00",-0.70%,20.14,-1.90%,572.25,3.20%
06/07/2024,40050,40200,13340,14590,46220,,31020,153450,18170,15150,18400,26390,10780,,,,,,,,,,,,
07/07/2024,39350,39830,13350,14650,46190,,31300,154030,18210,15310,18540,26400,10740,,,,,,,,,,,,
08/07/2024,39330,39940,13390,14650,45820,,30970,153590,18210,15140,18630,26290,10820,81.52,-0.90%,2.382,1.36%,135.05,-0.52%,,,20.13,-0.05%,553,-3.36%
09/07/2024,37910,39930,13350,14620,45170,,31010,154010,18140,15220,18440,26180,10740,80.56,-1.18%,2.36,-0.92%,135.25,0.15%,"4,015.00",-1.79%,19.62,-2.53%,554.25,0.23%
10/07/2024,36910,40140,13400,14660,44750,,30920,153750,18410,15200,18270,26070,10810,81.07,0.63%,2.345,-0.64%,133.75,-1.11%,"3,998.00",-0.42%,19.81,0.97%,543.5,-1.94%
11/07/2024,35910,39740,13360,14610,43720,,30650,153180,18140,15110,18370,26030,10770,81.38,0.38%,2.282,-2.69%,133.75,0.00%,"4,005.00",0.18%,19.43,-1.92%,554.25,1.98%
12/07/2024,35080,39670,13340,14580,43010,,29980,154180,18130,15190,18340,25970,10690,81.02,-0.44%,2.331,2.15%,133.85,0.07%,"3,970.00",-0.87%,19.2,-1.18%,538,-2.93%
13/07/2024,34450,39580,13360,14590,43070,,30780,153590,18120,15170,18580,25920,10760,,,,,,,,,,,,
14/07/2024,33690,39690,13390,14630,42920,,30770,155260,18170,15370,18690,26040,10760,,,,,,,,,,,,
15/07/2024,33660,39480,13380,14610,42950,,29790,153320,18130,15060,18220,26290,10730,80.84,-0.22%,2.178,-6.56%,134.95,0.82%,"3,980.00",0.25%,19.76,2.92%,532.5,-1.02%
16/07/2024,33810,39660,13370,14600,42920,,30570,153450,18160,15220,18520,26120,10780,79.71,-1.40%,2.206,1.29%,134.4,-0.41%,"3,966.00",-0.35%,19.62,-0.71%,530.75,-0.33%
17/07/2024,32910,39590,13410,14630,42940,,30570,153750,18210,15290,18500,26170,10890,81.44,2.17%,2.071,-6.12%,134.75,0.26%,"3,977.00",0.28%,19.36,-1.33%,539.25,1.60%
18/07/2024,32780,39510,13390,14620,43010,,30510,153450,18190,15300,18540,26110,10910,81.3,-0.17%,2.168,4.68%,135,0.19%,"3,985.00",0.20%,18.94,-2.17%,535.25,-0.74%
19/07/2024,32650,39710,13430,14620,42290,,30270,153450,18190,15310,18500,25890,10810,78.64,-3.27%,2.165,-0.14%,135.1,0.07%,"4,013.00",0.70%,18.66,-1.48%,542.75,1.40%
20/07/2024,32540,39390,13440,14620,41350,,30150,153450,18190,15260,18570,25910,10780,,,,,,,,,,,,
21/07/2024,31200,39080,13440,14640,41210,,30420,155040,18200,15470,18660,26020,10740,,,,,,,,,,,,
22/07/2024,30990,39520,13490,14640,39200,,30300,153450,18120,15470,18520,25900,10810,78.4,-0.31%,2.286,5.59%,135,-0.07%,"4,035.00",0.55%,18.3,-1.93%,548,0.97%
23/07/2024,30610,39380,13500,14670,38260,,30220,155110,18170,15580,18730,25910,10800,75.92,-3.16%,2.224,-2.71%,134.7,-0.22%,"4,012.00",-0.57%,18.16,-0.77%,542.75,-0.96%
24/07/2024,29110,39320,13500,14690,36680,,29720,154010,18120,15330,18610,25630,10840,76.58,0.87%,2.158,-2.97%,134.75,0.04%,"3,992.00",-0.50%,17.91,-1.38%,547,0.78%
25/07/2024,28470,39320,13490,14660,35530,,29740,153450,18100,15290,18470,26240,10780,77.11,0.69%,2.072,-3.99%,134.75,0.00%,"4,008.00",0.40%,18.66,4.19%,537.75,-1.69%
26/07/2024,27960,39060,13450,14640,35000,,29590,153780,18110,15470,18610,25500,10800,76,-1.44%,2.051,-1.01%,134.8,0.04%,"4,044.00",0.90%,18.42,-1.29%,523.5,-2.65%
27/07/2024,27740,39030,13490,14660,34280,,29500,153450,18060,15290,18450,25370,10790,,,,,,,,,,,,
28/07/2024,26550,38890,13490,14660,34560,50000,29600,154640,18070,15410,18550,25360,10750,,,,,,,,,,,,
29/07/2024,27480,39200,13440,14580,34590,,29440,153450,18100,15300,18590,25380,10820,74.8,-1.58%,2.036,-0.73%,140.1,3.93%,"4,021.00",-0.57%,19.01,3.20%,531,1.43%
30/07/2024,27560,39220,13470,14650,34860,,29430,153450,18100,15290,18520,25450,10790,73.88,-1.23%,2.244,10.22%,139.25,-0.61%,"4,040.00",0.47%,19.12,0.58%,524,-1.32%
31/07/2024,26640,38950,13500,14650,34960,,29570,153450,18140,15290,18480,25360,10760,76.84,4.01%,2.162,-3.65%,140.1,0.61%,"4,028.00",-0.30%,18.94,-0.94%,527.25,0.62%
01/08/2024,27000,39090,13500,14660,35360,,29430,153840,18140,15190,18350,25400,10720,75.4,-1.87%,2.096,-3.05%,142.55,1.75%,"3,988.00",-0.99%,18.5,-2.32%,532,0.90%
02/08/2024,26690,39170,13490,14690,33990,,29370,153450,18100,15310,18270,25310,10720,72.59,-3.73%,2.078,-0.86%,144.1,1.09%,"4,021.00",0.83%,18.1,-2.16%,539,1.32%
03/08/2024,27130,39030,13490,14690,34930,,29170,153450,18100,15310,18350,25220,10720,,,,,,,,,,,,
04/08/2024,26520,39090,13510,14720,35890,,29670,155290,18110,15610,18630,25300,10700,,,,,,,,,,,,
05/08/2024,26460,39100,13490,14700,38110,,29470,153450,18060,15360,18420,25190,10720,72.2,-0.54%,2.045,-1.59%,143.7,-0.28%,"3,930.00",-2.26%,18.08,-0.11%,539.5,0.09%
06/08/2024,26490,39510,13520,14710,39880,,29790,153590,18140,15330,18520,25030,10750,72.34,0.19%,2.121,3.72%,145.5,1.25%,"3,829.00",-2.57%,17.87,-1.16%,543.25,0.70%
07/08/2024,26490,39480,13500,14710,41210,,29760,154030,18100,15480,18560,25040,10680,74.17,2.53%,2.239,5.56%,145,-0.34%,"3,800.00",-0.76%,18.14,1.51%,538.25,-0.92%
08/08/2024,26670,39400,13490,14700,41920,,29540,153450,18140,15320,18420,25040,10720,75.04,1.17%,2.27,1.38%,145.5,0.34%,"3,807.00",0.18%,18.57,2.37%,537.5,-0.14%
09/08/2024,26940,39420,13490,14700,43690,,29250,153050,18140,15360,18490,25040,10720,75.61,0.76%,2.292,0.97%,146,0.34%,"3,840.00",0.87%,18.48,-0.48%,542.5,0.93%
10/08/2024,26840,39450,13490,14700,46090,28000,29150,153450,18140,15330,18410,24990,10720,,,,,,,,,,,,
11/08/2024,26500,39180,13500,14710,46890,,29250,153820,18140,15270,18360,25010,10830,,,,,,,,,,,,
12/08/2024,27110,39480,13480,14680,47950,,29300,153450,18140,15330,18490,25110,10680,78.46,3.77%,2.342,2.18%,146.75,0.51%,"3,830.00",-0.26%,18.29,-1.03%,536.75,-1.06%
13/08/2024,26610,39600,13480,14680,48860,,29220,153450,18100,15360,18460,25070,10680,76.8,-2.12%,2.28,-2.65%,146.9,0.10%,"3,840.00",0.26%,18.39,0.55%,528.75,-1.49%
14/08/2024,26900,39540,13450,14680,48630,,29220,153450,18140,15360,18490,25180,10650,75.84,-1.25%,2.343,2.76%,145.75,-0.78%,"3,890.00",1.30%,17.97,-2.28%,534.75,1.13%
15/08/2024,26570,39670,13400,14600,47760,,28850,153590,18070,15330,18280,25270,10530,76.99,1.52%,2.332,-0.47%,150,2.92%,"3,890.00",0.00%,17.88,-0.50%,528.25,-1.22%
16/08/2024,26360,39510,13440,14630,47310,,29510,152770,18110,15300,18410,25150,10630,75.54,-1.88%,2.247,-3.64%,146.75,-2.17%,"3,872.00",-0.46%,18.03,0.84%,530,0.33%
17/08/2024,26480,39490,13420,14600,47550,,29260,153020,18100,15360,18500,25410,10650,,,,,,,,,,,,
18/08/2024,26590,39650,13440,14630,47260,,29320,153820,18140,15370,18360,25340,10630,,,,,,,,,,,,
19/08/2024,27000,39600,13420,14620,46660,,29370,153450,18100,15360,18710,25680,10650,73.66,-2.49%,2.357,4.90%,146.5,-0.17%,"3,924.00",1.34%,18.02,-0.06%,528.25,-0.33%
20/08/2024,26920,39610,13410,14620,46400,,29260,153450,18100,15500,18330,25760,10700,73.17,-0.67%,2.33,-1.15%,146,-0.34%,"3,866.00",-1.48%,17.57,-2.50%,533,0.90%
21/08/2024,27020,39300,13410,14620,45770,58990,29150,153020,18100,15360,18450,25630,10630,71.3,-2.56%,2.314,-0.69%,145.9,-0.07%,"3,888.00",0.57%,17.65,0.46%,519.75,-2.49%
22/08/2024,26610,39500,13390,14550,44450,,29010,152920,18080,15250,18330,25640,10550,72.28,1.37%,2.194,-5.19%,146.75,0.58%,"3,928.00",1.03%,17.85,1.13%,511,-1.68%
23/08/2024,26870,39450,13410,14630,44160,,29300,153050,18100,15360,18270,25680,10630,73.93,2.28%,2.18,-0.64%,145.2,-1.06%,"3,976.00",1.22%,18.39,3.03%,502.25,-1.71%
24/08/2024,26930,39540,13410,14650,43870,,29430,153450,18100,15450,18180,25680,10660,,,,,,,,,,,,
25/08/2024,26520,39690,13430,14660,43410,,29150,153820,18110,15360,18080,25530,10630,,,,,,,,,,,,
26/08/2024,26710,39670,13420,14660,43070,,29770,153450,18100,15380,18150,25820,10680,76.17,3.03%,2.13,-2.29%,145.7,0.34%,"4,021.00",1.13%,19.04,3.53%,498,-0.85%
27/08/2024,26780,39630,13450,14650,41460,,28780,153320,18070,15320,18040,25740,10660,74.46,-2.24%,2.085,-2.11%,146,0.21%,"4,005.00",-0.40%,19.6,2.94%,508.25,2.06%
28/08/2024,26290,39480,13460,14690,40420,,29680,153450,18100,15350,18070,25760,10680,73.44,-1.37%,2.097,0.58%,145,-0.68%,"4,020.00",0.37%,19.54,-0.31%,514.25,1.18%
29/08/2024,26520,39320,13470,14680,40330,,29500,152600,18100,15480,18300,25710,10680,74.67,1.67%,2.529,20.60%,145,0.00%,"4,047.00",0.67%,19.89,1.79%,525,2.09%
30/08/2024,26010,39470,13470,14680,40820,,29250,152240,18100,15420,18220,25860,10680,72.65,-2.71%,2.498,-1.23%,146.2,0.83%,"4,075.00",0.69%,19.38,-2.56%,532.75,1.48%
31/08/2024,26070,39290,13490,14720,39680,,29210,152740,18070,15440,18390,25890,10710,,,,,,,,,,,,
01/09/2024,26390,39280,13530,14720,40700,,29380,153310,18070,15230,18050,25670,10720,72.98,0.45%,,,,,,,,,,
02/09/2024,26730,38890,13490,14680,39660,,29530,152260,18080,15530,18510,25680,10580,73.78,1.10%,,,143.9,-1.57%,"4,032.00",-1.06%,,,,
03/09/2024,26240,39280,13530,14730,38440,,29530,152630,18030,15380,18180,25740,10720,69.59,-5.68%,2.55,2.08%,142,-1.32%,"4,020.00",-0.30%,19.49,0.57%,552,3.61%
04/09/2024,26110,39160,13520,14730,37540,,29260,152630,18030,15380,18210,25800,10720,68.52,-1.54%,2.506,-1.73%,139.5,-1.76%,"3,992.00",-0.70%,19.24,-1.28%,565.25,2.40%
05/09/2024,26080,38880,13530,14720,36830,,29030,152630,18030,15480,18160,25880,10610,68.5,-0.03%,2.579,2.91%,141,1.08%,"4,021.00",0.73%,19.22,-0.10%,561,-0.75%
06/09/2024,26150,38890,13530,14720,36960,,29590,153050,18030,15460,18170,25740,10680,66.98,-2.22%,2.597,0.70%,141.5,0.35%,"3,980.00",-1.02%,18.91,-1.61%,553.25,-1.38%
07/09/2024,25950,39060,13510,14720,36030,,29850,153050,18030,15610,18250,25950,10650,,,,,,,,,,,,
08/09/2024,25490,38750,13510,14710,33000,,28860,153050,18000,15290,18060,25730,10600,,,,,,,,,,,,
09/09/2024,25960,38850,13500,14680,33500,,29850,152630,18070,15540,18250,25680,10610,67.91,1.39%,2.527,-2.70%,141.65,0.11%,"3,985.00",0.13%,18.83,-0.42%,555.5,0.41%
10/09/2024,26120,39080,13500,14700,31020,,29610,152630,17990,15730,18170,25580,10420,65.14,-4.08%,2.545,0.71%,138.75,-2.05%,"3,981.00",-0.10%,18.47,-1.91%,558.75,0.59%
11/09/2024,25830,39030,13500,14680,29160,,29360,153050,17990,15550,18130,25460,10460,66.6,2.24%,2.577,1.26%,139,0.18%,"3,967.00",-0.35%,18.73,1.41%,563.75,0.89%
12/09/2024,25840,38980,13500,14700,28230,,29760,152600,17960,15520,18200,25490,10580,68.15,2.33%,2.633,2.17%,138.15,-0.61%,"4,020.00",1.34%,19.07,1.82%,563,-0.13%
13/09/2024,25640,38930,13530,14700,27460,,29170,152150,17800,15690,18040,25440,10600,67.75,-0.59%,2.589,-1.67%,137.9,-0.18%,"3,930.00",-2.24%,19.01,-0.31%,571.25,1.47%
14/09/2024,25890,39190,13500,14660,29540,,29390,152600,17890,15750,18210,25400,10580,,,,,,,,,,,,
15/09/2024,25910,39230,13420,14660,29080,,29630,152090,17770,15670,18210,25360,10580,,,,,,,,,,,,
16/09/2024,26240,38630,13500,14650,30160,,29570,153420,17890,15720,18140,25550,10540,69.02,1.87%,2.639,1.93%,137.25,-0.47%,,,19.18,0.89%,578.5,1.27%
17/09/2024,26340,39140,13490,14700,31030,,29560,152990,17920,15720,18170,25590,10580,69.96,1.36%,2.613,-0.99%,139.65,1.75%,"3,847.00",-2.11%,19.98,4.17%,575.75,-0.48%
18/09/2024,26460,39030,13500,14710,30060,,29610,152990,17960,15440,18130,25620,10540,69.88,-0.11%,2.565,-1.84%,139,-0.47%,"3,917.00",1.82%,21.16,5.91%,575.75,0.00%
19/09/2024,26790,39070,13500,14700,30580,,29800,152990,17990,15810,18100,25590,10620,71.16,1.83%,2.595,1.17%,139.5,0.36%,"3,948.00",0.79%,21.93,3.64%,565.5,-1.78%
20/09/2024,27130,38830,13490,14700,30120,14000,30100,152990,17990,15600,18170,25560,10620,71,-0.22%,2.719,4.78%,139.5,0.00%,"4,027.00",2.00%,22.66,3.33%,568.5,0.53%
21/09/2024,27140,38810,13490,14690,29510,,29910,152990,17960,15600,18090,25600,10620,,,,,,,,,,,,
22/09/2024,27770,39230,13440,14690,29590,,30000,152880,17960,15610,18170,25600,10650,,,,,,,,,,,,
23/09/2024,27350,39400,13490,14680,28990,,30010,152990,17990,15780,18100,25630,10650,69.61,-1.96%,2.854,4.97%,139.5,0.00%,"4,049.00",0.55%,22.55,-0.49%,582.5,2.46%
24/09/2024,27700,39340,13520,14700,28650,,30130,153120,17990,15630,18030,25590,10690,70.84,1.77%,2.791,-2.21%,139.5,0.00%,"4,074.00",0.62%,23.12,2.53%,578,-0.77%
25/09/2024,28110,39190,13430,14670,28120,,30380,153560,18030,15780,18570,25640,10740,69.13,-2.41%,2.817,0.93%,139.75,0.18%,"4,125.00",1.25%,23.42,1.30%,589.25,1.95%
26/09/2024,28110,39350,13470,14680,26990,,30020,152990,17990,15660,18070,25690,10680,67.19,-2.81%,2.753,-2.27%,139.6,-0.11%,"4,235.00",2.67%,23.31,-0.47%,584.25,-0.85%
27/09/2024,27890,39260,13420,14620,26210,,30200,152990,17990,15720,18150,25590,10710,67.67,0.71%,3.304,20.01%,139.75,0.11%,"4,159.00",-1.79%,22.79,-2.23%,580,-0.73%
28/09/2024,28150,39240,13510,14650,25950,,30570,152320,17990,15730,18080,25580,10640,,,,,,,,,,,,
29/09/2024,28430,39160,13470,14660,26140,,30290,153260,17990,15610,18040,25570,10720,,,,,,,,,,,,
30/09/2024,28960,39110,13470,14660,25510,,30080,152990,18030,15670,18000,25690,10680,67.77,0.15%,3.345,1.24%,145.1,3.83%,"4,124.00",-0.84%,22.67,-0.53%,584,0.69%
